"Object Label","Object Name","Field Label","Field Name","Namespace","Custom","Type","Calculated","Number of Rows","Number of Rows Populated","Percentage of Rows Populated"
"Lead","Lead","Product Interest - Questica","Product_Interest_Questica__c","",True,"picklist",False,95694,1008,1.053357577277572
"Lead","Lead","Needs Score Synced","pi__Needs_Score_Synced__c","pi",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Account Engagement Last Scored At","pi__Pardot_Last_Scored_At__c","pi",True,"datetime",False,95694,26747,27.950550713733357
"Lead","Lead","Account Engagement Campaign","pi__campaign__c","",True,"string",False,95694,72134,75.37985662632975
"Lead","Lead","Account Engagement Comments","pi__comments__c","",True,"textarea",False,95694,22292,23.29508642130123
"Lead","Lead","Account Engagement Conversion Date","pi__conversion_date__c","",True,"datetime",False,95694,19272,20.139193679854536
"Lead","Lead","Conversion Object Name","pi__conversion_object_name__c","",True,"string",False,95694,19468,20.34401320876962
"Lead","Lead","Conversion Object Type","pi__conversion_object_type__c","",True,"string",False,95694,17502,18.289547934039753
"Lead","Lead","Account Engagement Created Date","pi__created_date__c","",True,"datetime",False,95694,71430,74.64417831838986
"Lead","Lead","Account Engagement First Activity","pi__first_activity__c","pi",True,"datetime",False,95694,26060,27.23263736493406
"Lead","Lead","Account Engagement First Referrer Query","pi__first_search_term__c","pi",True,"string",False,95694,70,0.07314983175538696
"Lead","Lead","Account Engagement First Referrer Type","pi__first_search_type__c","pi",True,"string",False,95694,2591,2.707588772545823
"Lead","Lead","Account Engagement First Referrer","pi__first_touch_url__c","pi",True,"textarea",False,95694,4976,5.199908040211508
"Lead","Lead","Account Engagement Grade","pi__grade__c","pi",True,"string",False,95694,0,0.0
"Lead","Lead","Account Engagement Last Activity","pi__last_activity__c","pi",True,"datetime",False,95694,25128,26.25869960499091
"Lead","Lead","Account Engagement Notes","pi__notes__c","pi",True,"textarea",False,95694,1251,1.3072919932284155
"Lead","Lead","Account Engagement Hard Bounced","pi__pardot_hard_bounced__c","pi",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Account Engagement Score","pi__score__c","pi",True,"double",False,95694,71432,74.64626831358288
"Lead","Lead","Account Engagement URL","pi__url__c","pi",True,"url",False,95694,60547,63.2714694756202
"Lead","Lead","Google Analytics Campaign","pi__utm_campaign__c","pi",True,"string",False,95694,3060,3.1976926453069163
"Lead","Lead","Google Analytics Content","pi__utm_content__c","pi",True,"string",False,95694,2268,2.370054548874538
"Lead","Lead","Google Analytics Medium","pi__utm_medium__c","pi",True,"string",False,95694,3344,3.494471962714486
"Lead","Lead","Google Analytics Source","pi__utm_source__c","pi",True,"string",False,95694,3339,3.4892469747319583
"Lead","Lead","Google Analytics Term","pi__utm_term__c","pi",True,"string",False,95694,419,0.4378539929358162
"Lead","Lead","Qualification Status Questica","Qualification_Status_Questica__c","",True,"picklist",False,95694,95693,99.99895500240349
"Lead","Lead","Pardot BU Owner","Pardot_BU_Owner__c","",True,"picklist",False,95694,42148,44.044558697514994
"Lead","Lead","CASL Opt In Questica","CASLOptIn_Questica__c","",True,"picklist",False,95694,95114,99.3939013940268
"Lead","Lead","Product Interest CityBase","Product_Interest_CityBase__c","",True,"multipicklist",False,95694,1530,1.5988463226534582
"Lead","Lead","Product Interest OpenCounter","Product_Interest_OpenCounter__c","",True,"multipicklist",False,95694,175,0.1828745793884674
"Lead","Lead","Sub-Product Interest OpenCounter","Sub_Product_Interest_OpenCounter__c","",True,"multipicklist",False,95694,0,0.0
"Lead","Lead","Do Not Call - Questica","DoNotCall_Questica__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Do Not Call - CityBase","DoNotCall_CityBase__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Do Not Call - OpenCounter","DoNotCall_OpenCounter__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Email Opt Out - Questica","HasOptedOutOfEmail_Questica__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Email Opt Out - CityBase","HasOptedOutOfEmail_CityBase__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Email Opt Out - OpenCounter","HasOptedOutofEmail_OpenCounter__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Population","Population__c","",True,"double",False,95694,4645,4.8540138357681775
"Lead","Lead","Pardot BU Owner","Pardot_BU_Owner_For_Sync__c","",True,"string",True,95694,42148,44.044558697514994
"Lead","Lead","Temp","Temp__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","OpenCounter Persona","Open_Counter_Persona__c","",True,"picklist",False,95694,8303,8.676615043785398
"Lead","Lead","Converted from Lead","Converted_from_Lead_CB__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Pardot BU Owner Since","Pardot_BU_Owner_Since__c","",True,"date",False,95694,0,0.0
"Lead","Lead","Pardot Next BU Owner","Pardot_Next_BU_Owner__c","",True,"picklist",False,95694,0,0.0
"Lead","Lead","OpenCounter Jurisdiction Type","OpenCounter_Jurisdiction_Type__c","",True,"picklist",False,95694,7816,8.167701214287208
"Lead","Lead","ZoomInfo Company ID","DOZISF__ZoomInfo_Company_ID__c","DOZISF",True,"string",False,95694,14,0.014629966351077392
"Lead","Lead","ZoomInfo First Updated","DOZISF__ZoomInfo_First_Updated__c","DOZISF",True,"datetime",False,95694,14,0.014629966351077392
"Lead","Lead","ZoomInfo Contact ID","DOZISF__ZoomInfo_Id__c","DOZISF",True,"string",False,95694,14,0.014629966351077392
"Lead","Lead","ZoomInfo Last Updated","DOZISF__ZoomInfo_Last_Updated__c","DOZISF",True,"datetime",False,95694,14,0.014629966351077392
"Lead","Lead","Organization Type","Organization_Type_eCivis__c","",True,"picklist",False,95694,12682,13.252659518883107
"Lead","Lead","Disqualified Reason","CB_Disqualified_Reason__c","",True,"picklist",False,95694,1922,2.008485380483625
"Lead","Lead","LinkedIn Company Id","LID__LinkedIn_Company_Id__c","LID",True,"string",False,95694,0,0.0
"Lead","Lead","Disqualified Reason Detail","CB_Disqualified_Reason_Detail__c","",True,"textarea",False,95694,598,0.6249085627103057
"Lead","Lead","Reconnect Date","CB_Reconnect_Date__c","",True,"date",False,95694,80,0.08359980772044225
"Lead","Lead","Converted Contact ID","Converted_Contact_ID__c","",True,"string",True,95694,31335,32.74499968650072
"Lead","Lead","SAL Date","SAL_Date__c","",True,"date",True,95694,33292,34.79005998286204
"Lead","Lead","ZoomInfo Enrich Status","DOZISF__ZoomInfo_Enrich_Status__c","DOZISF",True,"picklist",False,95694,0,0.0
"Lead","Lead","ZoomInfo InboxAI ID","DOZISF__ZoomInfo_InboxAI_ID__c","DOZISF",True,"string",False,95694,0,0.0
"Lead","Lead","ZoomInfo Non-Matched Reason","DOZISF__ZoomInfo_Non_Matched_Reason__c","DOZISF",True,"string",False,95694,0,0.0
"Lead","Lead","Active Lead","SalesLoft1__Active_Lead__c","SalesLoft1",True,"double",True,95694,95694,100.0
"Lead","Lead","Most Recent Cadence - Cadence Name","SalesLoft1__Most_Recent_Cadence_Name__c","SalesLoft1",True,"string",False,95694,8893,9.293163625723661
"Lead","Lead","Most Recent Cadence - Next Step Due Date","SalesLoft1__Most_Recent_Cadence_Next_Step_Due_Date__c","SalesLoft1",True,"date",False,95694,3612,3.774531318577967
"Lead","Lead","Most Recent Cadence - Last Step Number","SalesLoft1__Most_Recent_Last_Completed_Step__c","SalesLoft1",True,"double",False,95694,5989,6.258490605471607
"Lead","Lead","LinkedIn Member Token","LID__LinkedIn_Member_Token__c","LID",True,"string",False,95694,0,0.0
"Lead","Lead","Admin Score Increment","CFCR_Admin_Score_Increment__c","",True,"double",False,95694,15340,16.0302631303948
"Lead","Lead","Status Reason","CFCR_Status_Reason__c","",True,"picklist",False,95694,67,0.07001483896587038
"Lead","Lead","Admin Score Increment Audit","CFCR_Admin_Score_Increment_Audit__c","",True,"datetime",False,95694,15340,16.0302631303948
"Lead","Lead","AE Call Task Completed Date/Time","CFCR_AE_Call_Task_Completed_Date_Time__c","",True,"datetime",False,95694,13,0.013584968754571863
"Lead","Lead","Response:","CFCR_Response__c","",True,"string",True,95694,95694,100.0
"Lead","Lead","Hubspot Score","CFCR_Hubspot_Score__c","",True,"double",False,95694,15605,16.307187493468764
"Lead","Lead","FCCRM Threshold","CFCR_FCCRM_Threshold__c","",True,"double",True,95694,95694,100.0
"Lead","Lead","AE Call Task Created Date/Time","CFCR_AE_Call_Task_Created_Date_Time__c","",True,"datetime",False,95694,19,0.019854954333605034
"Lead","Lead","Timeframe for GMS","Timeframe_for_GMS_eCivis__c","",True,"picklist",False,95694,60,0.06269985579033167
"Lead","Lead","Budget for GMS","Budget_for_GMS_eCivis__c","",True,"picklist",False,95694,59,0.061654858193826156
"Lead","Lead","Budget","Budget_eCivis__c","",True,"picklist",False,95694,1210,1.264447091771689
"Lead","Lead","Next Step","Next_Step_eCivis__c","",True,"textarea",False,95694,359,0.37515413714548457
"Lead","Lead","Next Step Date","Next_Step_Date_eCivis__c","",True,"date",False,95694,459,0.47965389679603737
"Lead","Lead","Lead Notes","Lead_Notes_eCivis__c","",True,"textarea",False,95694,160,0.1671996154408845
"Lead","Lead","Alternate Phone","Alternate_Phone_eCivis__c","",True,"phone",False,95694,72,0.07523982694839802
"Lead","Lead","Alternate Email","Alternate_Email_eCivis__c","",True,"email",False,95694,5,0.00522498798252764
"Lead","Lead","Lead Email ID","Lead_Email_ID__c","",True,"string",False,95694,2399,2.506949234016762
"Lead","Lead","Set Lead Email ID","Set_Lead_Email_ID__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Lead Owner ID","Lead_Owner_ID__c","",True,"string",True,95694,95694,100.0
"Lead","Lead","FLC Grant Assistance Program","FLC_Grant_Assistance_Program_eCivis__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Email Domain","Email_Domain__c","",True,"string",True,95694,95359,99.64992580517065
"Lead","Lead","Lead (PO1)","Lead_PO1__c","",True,"double",True,95694,95694,100.0
"Lead","Lead","UTM Source","UTM_Source__c","",True,"textarea",False,95694,21757,22.736012707170776
"Lead","Lead","UTM Medium","UTM_Medium__c","",True,"textarea",False,95694,15100,15.779463707233473
"Lead","Lead","Most Recent Campaign","CB_Most_Recent_Campaign__c","",True,"reference",False,95694,6241,6.521829999791
"Lead","Lead","Most Recent Campaign Type","Most_Recent_Campaign_Type__c","",True,"string",True,95694,6241,6.521829999791
"Lead","Lead","UTM Content","UTM_Content__c","",True,"textarea",False,95694,15520,16.218362697765794
"Lead","Lead","BDR Credit Date","CB_BDR_Credit_Date__c","",True,"date",False,95694,2480,2.5915940393337094
"Lead","Lead","Most Recent Campaign ID","Most_Recent_Campaign_ID__c","",True,"string",False,95694,6256,6.5375049637385825
"Lead","Lead","Related Account","Related_Account__c","",True,"reference",False,95694,140,0.14629966351077392
"Lead","Lead","Last Marketing Touch","CB_Last_Marketing_Touch__c","",True,"string",False,95694,1982,2.0711852362739567
"Lead","Lead","eCivis Service Agreement Acknowledgement","eCivis_Service_Agreement_Acknowledgement__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Disqualified Date","CB_Disqualified_Date__c","",True,"date",False,95694,1680,1.7555959621292871
"Lead","Lead","Exit Date","CB_Exit_Date__c","",True,"date",True,95694,34629,36.187221769389936
"Lead","Lead","UTM Campaign","UTM_Campaign__c","",True,"textarea",False,95694,22268,23.2700064789851
"Lead","Lead","Totango Active users (last 14 days)","totango__TotangoActive_users_last_14_days__c","totango",True,"double",False,95694,0,0.0
"Lead","Lead","LD Segment","LeanData__LD_Segment__c","LeanData",True,"string",False,95694,0,0.0
"Lead","Lead","Matched Buyer Persona","LeanData__Matched_Buyer_Persona__c","LeanData",True,"reference",False,95694,0,0.0
"Lead","Lead","Modified Score","LeanData__Modified_Score__c","LeanData",True,"double",False,95694,0,0.0
"Lead","Lead","Reporting Matched Account","LeanData__Reporting_Matched_Account__c","LeanData",True,"reference",False,95694,72680,75.95042531402177
"Lead","Lead","Reporting Timestamp","LeanData__Reporting_Timestamp__c","LeanData",True,"datetime",False,95694,73315,76.61399878780279
"Lead","Lead","LeanData Router Status (obsolete)","LeanData__Router_Status__c","LeanData",True,"picklist",False,95694,0,0.0
"Lead","Lead","Routing Action","LeanData__Routing_Action__c","LeanData",True,"string",False,95694,39450,41.225155182143084
"Lead","Lead","LeanData Routing Status","LeanData__Routing_Status__c","LeanData",True,"string",False,95694,34102,35.636508036031515
"Lead","Lead","LeanData Search","LeanData__Search_Index__c","LeanData",True,"string",False,95694,90583,94.65901728426024
"Lead","Lead","LeanData Search (obsolete)","LeanData__Search__c","LeanData",True,"string",False,95694,0,0.0
"Lead","Lead","State Info","LeanData__Status_Info__c","LeanData",True,"string",False,95694,7753,8.101866365707359
"Lead","Lead","Totango Engagement Change","totango__TotangoEngagementChange__c","totango",True,"double",False,95694,0,0.0
"Lead","Lead","Totango Engagement","totango__TotangoEngagement__c","totango",True,"double",False,95694,0,0.0
"Lead","Lead","Totango Insights","totango__TotangoInsights__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango Account Health Reason","totango__Totango_Account_Health_Reason__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango Account Health","totango__Totango_Account_Health__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango_Health_Profile_Name","totango__Totango_Health_Profile_Name__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango Insights DEPRECATED","totango__Totango_Insights__c","totango",True,"textarea",False,95694,0,0.0
"Lead","Lead","Totango Last Update","totango__Totango_Last_Update__c","totango",True,"datetime",False,95694,0,0.0
"Lead","Lead","Totango_License_Utilization","totango__Totango_License_Utilization__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango Overall Time Spent","totango__Totango_Overall_Time_Spent__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango URL","totango__Totango_URL__c","totango",True,"url",False,95694,0,0.0
"Lead","Lead","Totango Usage Frequency","totango__Totango_Usage_Frequency__c","totango",True,"string",False,95694,0,0.0
"Lead","Lead","Totango Online Status","totango__Totango_isOnline__c","totango",True,"url",False,95694,74631,77.98921562480406
"Lead","Lead","Totango Online Status Icon","totango__TotangoOnlineStatusImage__c","totango",True,"string",True,95694,95694,100.0
"Lead","Lead","Totango Account Health Icon","totango__Totango_Account_Health_Icon__c","totango",True,"string",True,95694,95694,100.0
"Lead","Lead","Totango_Online_Status","totango__Totango_Online_Status__c","totango",True,"string",True,95694,95694,100.0
"Lead","Lead","Account Vertical","AccountVertical__c","",True,"picklist",False,95694,22985,24.019269755679563
"Lead","Lead","SAL Date/Time","CB_SAL_Date_Time__c","",True,"datetime",True,95694,33292,34.79005998286204
"Lead","Lead","Current Status","Current_Status__c","",True,"string",True,95694,95694,100.0
"Lead","Lead","Lead Source bf","Lead_Source_bf__c","",True,"picklist",False,95694,3696,3.862311116684432
"Lead","Lead","Bonfire Lead ID","Bonfire_Lead_ID__c","",True,"string",False,95694,0,0.0
"Lead","Lead","Active Lead","Active_Lead_bf__c","",True,"double",True,95694,95694,100.0
"Lead","Lead","Createddate","Createddate_bf__c","",True,"date",True,95694,95694,100.0
"Lead","Lead","Data Quality Score","Data_Quality_Score_bf__c","",True,"double",True,95694,95694,100.0
"Lead","Lead","Account","Account_bf__c","",True,"reference",False,95694,0,0.0
"Lead","Lead","Assign to BDR","Assign_to_BDR_bf__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","CalendlyCreated","CalendlyCreated_bf__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","Campaign ID","Campaign_ID_bf__c","",True,"string",False,95694,8359,8.735134909189709
"Lead","Lead","Campaign Member Status","Campaign_Member_Status_bf__c","",True,"string",False,95694,8796,9.191798858862626
"Lead","Lead","Company Industry","CompanyIndustry_bf__c","",True,"picklist",False,95694,1795,1.875770685727423
"Lead","Lead","Explicit Datestamp","Explicit_Datestamp_bf__c","",True,"date",False,95694,0,0.0
"Lead","Lead","Implicit Datestamp","Implicit_Datestamp_bf__c","",True,"date",False,95694,496,0.5183188078667419
"Lead","Lead","Lead Stage","Lead_Stage_bf__c","",True,"picklist",False,95694,570,0.5956486300081509
"Lead","Lead","Lead to Opp Default Close 90 Days","Lead_to_Opp_Default_Close_90_Days_bf__c","",True,"boolean",False,95694,95694,100.0
"Lead","Lead","MQC Campaign","MQC_Campaign_bf__c","",True,"reference",False,95694,0,0.0
"Lead","Lead","MQC Interaction Type","MQC_Interaction_Type_bf__c","",True,"picklist",False,95694,0,0.0
"Lead","Lead","MQL Date Stamp","MQL_Date_Stamp_bf__c","",True,"date",False,95694,2351,2.4567893493844966
"Lead","Lead","MQL","MQL_bf__c","",True,"picklist",False,95694,13443,14.047902689823813
"Lead","Lead","Market Type","Market_Type_bf__c","",True,"picklist",False,95694,5618,5.870796497168056
"Lead","Lead","Most Recent Explicit Marketing Campaign","MostRecentExplicitMarketingCampaign_bf__c","",True,"reference",False,95694,0,0.0
"Lead","Lead","Most Recent Channel","Most_Recent_Channel_bf__c","",True,"string",False,95694,0,0.0
"Lead","Lead","Most Recent Interaction Type","Most_Recent_Interaction_Type_bf__c","",True,"picklist",False,95694,0,0.0
"Lead","Lead","OACP Status","OACP_Status_bf__c","",True,"picklist",False,95694,2517,2.6302589504044143
"Lead","Lead","Outreach Accepted?","Outreach_Accepted_bf__c","",True,"picklist",False,95694,864,0.9028779233807762
"Lead","Lead","Sector","Sector_bf__c","",True,"picklist",False,95694,5648,5.902146425063223
"Lead","Lead","Status","Status_bf__c","",True,"string",False,95694,0,0.0
"Lead","Lead","Account Industry","Account_Industry_bf__c","",True,"string",True,95694,0,0.0
"Lead","Lead","Account Market Type","Account_Market_Type_bf__c","",True,"string",True,95694,0,0.0
"Lead","Lead","Account Type","Account_Type_bf__c","",True,"string",True,95694,0,0.0
"Lead","Lead","Account Website","Account_Website_bf__c","",True,"string",True,95694,0,0.0
"Lead","Lead","Created Quarter","Created_Quarter_bf__c","",True,"string",True,95694,95694,100.0
"Lead","Lead","Data Quality Description","Data_Quality_Description_bf__c","",True,"string",True,95694,95694,100.0
"Lead","Lead","MC Subscriber","MC4SF__MC_Subscriber__c","MC4SF",True,"reference",False,95694,0,0.0
"Lead","Lead","Account Name (Lookup)","Account_Name_Lookup__c","",True,"reference",False,95694,294,0.3072292933726252
"Lead","Lead","Pardot Score - Procure","Pardot_Score_Procure__c","",True,"double",False,95694,0,0.0
"Lead","Lead","Euna Product Interest","Euna_Product_Interest__c","",True,"multipicklist",False,95694,18755,19.598929922461178
"Lead","Lead","Lead Number","Lead_Number__c","",True,"string",False,95694,47103,49.222521788199884
"Lead","Lead","Round Robin","Round_Robin__c","",True,"double",True,95694,47103,49.222521788199884
"Lead","Lead","Activity Type","Activity_Type__c","",True,"picklist",False,95694,2,0.0020899951930110562
"Lead","Lead","Hosting Solution","Hosting_Solution__c","",True,"string",True,95694,0,0.0
"Lead","Lead","Account Sub-Vertical","AccountSubVertical__c","",True,"picklist",False,95694,10019,10.469830919388885
"Lead","Lead","GCLID","GCLID__c","",True,"string",False,95694,0,0.0
"Lead","Lead","Related Contact","Related_Contact__c","",True,"reference",False,95694,1,0.0010449975965055281
"Lead","Lead","Total Grant Expenditure","Total_Grant_Expenditure__c","",True,"currency",False,95694,0,0.0
"Lead","Lead","Maps Assignment Rule","maps__AssignmentRule__c","maps",True,"reference",False,95694,0,0.0
"Lead","Lead","MQC Form URL","MQC_Form_URL__c","",True,"url",False,95694,1002,1.0470875916985392
"Lead","Lead","Marketing Follow up Notes","Marketing_Follow_up_Notes__c","",True,"textarea",False,95694,6790,7.095533680272535
"API Metric","LeanData__API_Metric__c","Record ID","Id","",False,"id",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Owner ID","OwnerId","",False,"reference",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Deleted","IsDeleted","",False,"boolean",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","API Metric","Name","",False,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Currency ISO Code","CurrencyIsoCode","",False,"picklist",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Created Date","CreatedDate","",False,"datetime",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Created By ID","CreatedById","",False,"reference",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Last Modified Date","LastModifiedDate","",False,"datetime",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Last Modified By ID","LastModifiedById","",False,"reference",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","System Modstamp","SystemModstamp","",False,"datetime",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","API Type","LeanData__API_Type__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Data","LeanData__Data__c","LeanData",True,"textarea",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","End Time","LeanData__End_Time__c","LeanData",True,"datetime",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Operation","LeanData__Operation__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Profile Name","LeanData__Profile_Name__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Requester Name","LeanData__Requester_Name__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Requester Type","LeanData__Requester_Type__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Start Time","LeanData__Start_Time__c","LeanData",True,"datetime",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Status Code","LeanData__Status_Code__c","LeanData",True,"double",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Status","LeanData__Status__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Type","LeanData__Type__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","User","LeanData__User__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Status","LeanData__Version__c","LeanData",True,"string",False,22954,22954,100.0
"API Metric","LeanData__API_Metric__c","Date","LeanData__Date__c","LeanData",True,"date",True,22954,22954,100.0
"Account Search","LeanData__Account_Search__c","Record ID","Id","",False,"id",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Owner ID","OwnerId","",False,"reference",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Deleted","IsDeleted","",False,"boolean",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Account Search Name","Name","",False,"string",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Currency ISO Code","CurrencyIsoCode","",False,"picklist",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Created Date","CreatedDate","",False,"datetime",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Created By ID","CreatedById","",False,"reference",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Last Modified Date","LastModifiedDate","",False,"datetime",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Last Modified By ID","LastModifiedById","",False,"reference",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","System Modstamp","SystemModstamp","",False,"datetime",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Account","LeanData__Account__c","LeanData",True,"reference",False,118,118,100.0
"Account Search","LeanData__Account_Search__c","Email Domains","LeanData__Email_Domains__c","LeanData",True,"string",False,118,90,76.27118644067797
"Account Search","LeanData__Account_Search__c","Search","LeanData__Search__c","LeanData",True,"string",False,118,116,98.30508474576271
"Attribution Configuration","LeanData__Attribution_Configuration__c","Record ID","Id","",False,"id",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Deleted","IsDeleted","",False,"boolean",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Name","Name","",False,"string",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Currency ISO Code","CurrencyIsoCode","",False,"picklist",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Location","SetupOwnerId","",False,"reference",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Created Date","CreatedDate","",False,"datetime",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Created By ID","CreatedById","",False,"reference",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Last Modified Date","LastModifiedDate","",False,"datetime",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Last Modified By ID","LastModifiedById","",False,"reference",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","System Modstamp","SystemModstamp","",False,"datetime",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Campaign Reporting Has Errors","LeanData__Campaign_Batch_Has_Errors__c","LeanData",True,"boolean",False,1,1,100.0
"Attribution Configuration","LeanData__Attribution_Configuration__c","Last Run Date","LeanData__Last_Run_Date__c","LeanData",True,"datetime",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Record ID","Id","",False,"id",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Owner ID","OwnerId","",False,"reference",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Deleted","IsDeleted","",False,"boolean",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","CC Inserted Object Name","Name","",False,"string",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Currency ISO Code","CurrencyIsoCode","",False,"picklist",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Created Date","CreatedDate","",False,"datetime",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Created By ID","CreatedById","",False,"reference",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Last Modified Date","LastModifiedDate","",False,"datetime",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Last Modified By ID","LastModifiedById","",False,"reference",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","System Modstamp","SystemModstamp","",False,"datetime",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Account Routing Logic Key","LeanData__Account_Routing_Logic_Key__c","LeanData",True,"string",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Account","LeanData__Account__c","LeanData",True,"reference",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Campaign Member","LeanData__Campaign_Member__c","LeanData",True,"string",False,1,1,100.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Case","LeanData__Case__c","LeanData",True,"reference",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Contact","LeanData__Contact__c","LeanData",True,"reference",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Convert Lead","LeanData__Convert_Lead__c","LeanData",True,"double",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Flowbuilder Graph Node JSON","LeanData__Graph_Node_JSON__c","LeanData",True,"textarea",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Flowbuilder Graph Node Name","LeanData__Graph_Node__c","LeanData",True,"string",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Flowbuilder Graph Re-Entry JSON","LeanData__Graph_Reentry_JSON__c","LeanData",True,"textarea",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Immediate Update","LeanData__Immediate_Update__c","LeanData",True,"double",False,1,0,0.0
"CC Inserted Object","LeanData__CC_Inserted_Object__c","Is Match Relevant Update","LeanData__Is_Match_Relevant_Update__c","LeanData",True,"double",False,1,0,0.0
